observation_id,observation_date,surveyor_id,surveyor_name,location_name,region,sector_id,n_observed,w_observed,s_observed,n_canonical,w_canonical,s_canonical,variance_n,variance_w,variance_s,total_variance,stability_class,surveyor_reliability,instrument_id,weather_conditions,notes
GCO-04906,1855-06-26,SV-11,Erris Dann,Little Exchange (Capital),Capital,NW-2,8.072,17.829,32.359,8.133,17.764,33.509,-0.061,0.066,-1.15,1.153,STABLE,0.766,COMP-008,rain,
GCO-00363,1855-06-27,SV-16,Hellis Mord,Little Yard,Capital,NW-6,46.523,3.861,14.013,46.115,3.94,14.659,0.408,-0.079,-0.646,0.768,STABLE,0.863,COMP-040,clear,
GCO-01950,1855-06-27,SV-20,Torren Voss,East Square,Capital,NW-2,38.73,49.074,44.306,38.653,49.261,42.766,0.077,-0.187,1.541,1.554,STABLE,0.702,COMP-003,clear,
GCO-00401,1855-06-29,SV-29,Corren Dale,Little Yard,Capital,NW-6,46.03,3.772,14.742,46.115,3.94,14.659,-0.085,-0.168,0.083,0.206,STABLE,0.954,COMP-006,clear,
GCO-03341,1855-06-29,SV-28,Varren Hill,East Square,Capital,NW-2,39.377,48.288,42.6,38.653,49.261,42.766,0.723,-0.973,-0.166,1.224,STABLE,0.729,COMP-031,clear,
GCO-03277,1855-06-30,SV-21,Mellen Pike,Lower Yard (Capital),Capital,NW-9,8.08,19.199,49.022,8.17,18.973,49.476,-0.09,0.226,-0.454,0.516,STABLE,0.942,COMP-033,clear,
GCO-03130,1855-07-01,SV-04,Pella Morse,Little Yard,Capital,NW-6,46.099,3.75,13.535,46.115,3.94,14.659,-0.016,-0.19,-1.124,1.14,STABLE,0.767,COMP-016,rain,
GCO-01182,1855-07-02,SV-15,Darren Pol,East Square,Capital,NW-2,37.638,49.09,42.676,38.653,49.261,42.766,-1.015,-0.171,-0.09,1.033,STABLE,0.895,COMP-012,cloudy,
GCO-03579,1855-07-03,SV-06,Sareth Vell,East Square,Capital,NW-2,38.46,49.818,43.302,38.653,49.261,42.766,-0.194,0.557,0.536,0.797,STABLE,0.903,COMP-034,clear,
GCO-04239,1855-07-03,SV-10,Kella Tross,Little Yard,Capital,NW-6,44.911,4.246,13.887,46.115,3.94,14.659,-1.204,0.306,-0.772,1.462,STABLE,0.709,COMP-042,clear,
GCO-02409,1855-07-06,SV-23,Pellin Marsh,Little Yard,Capital,NW-6,46.555,4.039,15.404,46.115,3.94,14.659,0.44,0.099,0.745,0.871,STABLE,0.802,COMP-031,clear,
GCO-02516,1855-07-07,SV-09,Archon Mills,East Square,Capital,NW-2,39.005,49.274,43.402,38.653,49.261,42.766,0.352,0.013,0.637,0.727,STABLE,0.827,COMP-032,storm,
GCO-03262,1855-07-10,SV-13,Anster Cole,Little Yard,Capital,NW-6,47.436,5.319,14.634,46.115,3.94,14.659,1.321,1.379,-0.025,1.91,STABLE,0.708,COMP-028,cloudy,
GCO-04098,1855-07-10,SV-30,Merris Glen,Little Yard,Capital,NW-6,45.748,3.825,14.955,46.115,3.94,14.659,-0.367,-0.115,0.296,0.485,STABLE,0.881,COMP-029,fog,
GCO-03807,1855-07-11,SV-06,Sareth Vell,Little Yard,Capital,NW-6,45.556,4.942,14.219,46.115,3.94,14.659,-0.558,1.002,-0.44,1.229,STABLE,0.903,COMP-022,clear,
GCO-04620,1855-07-14,SV-24,Kellin Ward,Little Yard,Capital,NW-6,45.989,4.424,14.267,46.115,3.94,14.659,-0.126,0.484,-0.392,0.636,STABLE,0.747,COMP-004,cloudy,
GCO-04306,1855-07-15,SV-01,Kellis Dorn,East Square,Capital,NW-2,41.07,50.986,41.367,38.653,49.261,42.766,2.417,1.725,-1.399,3.282,MODERATE,0.892,COMP-024,rain,
GCO-00165,1855-07-19,SV-08,Tessyn Ward,Little Yard,Capital,NW-6,47.458,3.844,14.778,46.115,3.94,14.659,1.344,-0.096,0.119,1.352,STABLE,0.726,COMP-032,clear,
GCO-00399,1855-07-19,SV-01,Kellis Dorn,Little Yard,Capital,NW-6,45.767,4.418,14.409,46.115,3.94,14.659,-0.348,0.478,-0.25,0.642,STABLE,0.892,COMP-046,cloudy,
GCO-02534,1855-07-19,SV-26,Norris Vale,Wharf (Capital),Capital,NW-6,38.929,10.596,1.706,38.8,11.452,1.605,0.129,-0.857,0.101,0.872,STABLE,0.801,COMP-034,clear,
GCO-03286,1855-07-19,SV-16,Hellis Mord,Little Tower,Capital,NW-7,12.186,27.726,13.079,12.331,28.068,13.137,-0.145,-0.342,-0.058,0.376,STABLE,0.863,COMP-041,cloudy,
GCO-01725,1855-07-22,SV-10,Kella Tross,Basin (Capital),Capital,NW-8,49.428,24.918,5.854,48.899,26.635,6.288,0.529,-1.718,-0.434,1.849,STABLE,0.709,COMP-023,clear,
GCO-02104,1855-07-22,SV-27,Sellin Brook,Little Exchange (Capital),Capital,NW-2,7.977,18.436,33.66,8.133,17.764,33.509,-0.156,0.672,0.151,0.706,STABLE,0.728,COMP-019,clear,
GCO-04622,1855-07-22,SV-25,Terris Bloom,East Plaza (Capital),Capital,NW-8,28.493,36.24,10.493,28.359,35.896,10.631,0.134,0.345,-0.139,0.395,STABLE,0.987,COMP-009,clear,
GCO-02679,1855-07-23,SV-02,Mira Strand,Little Yard,Capital,NW-6,45.994,3.335,16.342,46.115,3.94,14.659,-0.12,-0.605,1.683,1.792,STABLE,0.708,COMP-032,clear,
GCO-03720,1855-07-23,SV-21,Mellen Pike,Little Yard,Capital,NW-6,46.234,3.905,15.511,46.115,3.94,14.659,0.119,-0.035,0.853,0.861,STABLE,0.942,COMP-010,cloudy,
GCO-04009,1855-07-24,SV-14,Levin Cross,Wharf (Capital),Capital,NW-6,39.267,10.547,1.348,38.8,11.452,1.605,0.467,-0.905,-0.257,1.051,STABLE,0.76,COMP-039,cloudy,
GCO-02179,1855-07-25,SV-18,Sollis Hern,Little Yard,Capital,NW-6,46.394,4.447,15.52,46.115,3.94,14.659,0.279,0.506,0.861,1.037,STABLE,0.877,COMP-015,clear,
GCO-04369,1855-07-25,SV-14,Levin Cross,East Square,Capital,NW-2,38.232,49.99,43.382,38.653,49.261,42.766,-0.421,0.729,0.616,1.043,STABLE,0.76,COMP-041,clear,
GCO-01457,1855-07-29,SV-09,Archon Mills,East Square,Capital,NW-2,39.021,50.25,43.672,38.653,49.261,42.766,0.368,0.989,0.906,1.391,STABLE,0.827,COMP-025,clear,
GCO-04450,1855-08-01,SV-14,Levin Cross,East Square,Capital,NW-2,39.237,49.036,43.163,38.653,49.261,42.766,0.583,-0.225,0.397,0.74,STABLE,0.76,COMP-042,clear,
GCO-04219,1855-08-04,SV-14,Levin Cross,East Square,Capital,NW-2,38.998,51.096,43.329,38.653,49.261,42.766,0.345,1.835,0.563,1.95,STABLE,0.76,COMP-007,clear,
GCO-03456,1855-08-05,SV-09,Archon Mills,Little Yard,Capital,NW-6,46.981,4.559,15.021,46.115,3.94,14.659,0.866,0.619,0.362,1.125,STABLE,0.827,COMP-047,rain,Standard conditions
GCO-03189,1855-08-07,SV-23,Pellin Marsh,Little Yard,Capital,NW-6,45.728,3.548,14.417,46.115,3.94,14.659,-0.386,-0.392,-0.242,0.602,STABLE,0.802,COMP-018,rain,
GCO-04167,1855-08-07,SV-25,Terris Bloom,Little Yard,Capital,NW-6,46.15,3.619,14.421,46.115,3.94,14.659,0.035,-0.321,-0.238,0.401,STABLE,0.987,COMP-036,cloudy,Compass showed unusual drift
GCO-04559,1855-08-11,SV-29,Corren Dale,East Square,Capital,NW-2,39.423,49.254,43.398,38.653,49.261,42.766,0.769,-0.007,0.632,0.996,STABLE,0.954,COMP-013,clear,
GCO-00717,1855-08-15,SV-10,Kella Tross,Little Yard,Capital,NW-6,47.145,4.637,15.107,46.115,3.94,14.659,1.03,0.697,0.448,1.322,STABLE,0.709,COMP-001,storm,
GCO-01530,1855-08-16,SV-20,Torren Voss,Wharf (Capital),Capital,NW-6,38.991,11.784,1.358,38.8,11.452,1.605,0.191,0.331,-0.247,0.455,STABLE,0.702,COMP-017,cloudy,
GCO-04605,1855-08-16,SV-03,Vornis Keth,Little Yard,Capital,NW-6,45.788,3.277,13.738,46.115,3.94,14.659,-0.327,-0.663,-0.921,1.181,STABLE,0.783,COMP-032,clear,
GCO-00253,1855-08-17,SV-27,Sellin Brook,East Plaza (Capital),Capital,NW-8,28.474,36.158,9.949,28.359,35.896,10.631,0.115,0.263,-0.683,0.74,STABLE,0.728,COMP-017,cloudy,
GCO-01289,1855-08-17,SV-18,Sollis Hern,Little Yard,Capital,NW-6,46.317,2.932,14.66,46.115,3.94,14.659,0.203,-1.008,0.002,1.028,STABLE,0.877,COMP-029,cloudy,
GCO-03171,1855-08-17,SV-02,Mira Strand,Little Yard,Capital,NW-6,47.711,3.204,15.251,46.115,3.94,14.659,1.596,-0.736,0.592,1.855,STABLE,0.708,COMP-023,cloudy,
GCO-00622,1855-08-18,SV-21,Mellen Pike,Little Yard,Capital,NW-6,45.741,4.287,14.511,46.115,3.94,14.659,-0.373,0.347,-0.148,0.53,STABLE,0.942,COMP-028,cloudy,
GCO-04466,1855-08-18,SV-14,Levin Cross,Little Yard,Capital,NW-6,46.293,3.724,14.167,46.115,3.94,14.659,0.178,-0.216,-0.492,0.566,STABLE,0.76,COMP-034,clear,
GCO-02335,1855-08-19,SV-11,Erris Dann,Little Yard,Capital,NW-6,45.901,4.065,14.392,46.115,3.94,14.659,-0.214,0.125,-0.267,0.364,STABLE,0.766,COMP-019,rain,
GCO-03679,1855-08-19,SV-22,Garris Stone,Square (Capital),Capital,NW-4,4.06,12.191,33.405,3.543,11.9,33.449,0.517,0.291,-0.044,0.595,STABLE,0.909,COMP-016,clear,
GCO-01525,1855-08-21,SV-30,Merris Glen,East Plaza (Capital),Capital,NW-8,28.42,34.555,9.893,28.359,35.896,10.631,0.061,-1.341,-0.739,1.532,STABLE,0.881,COMP-047,rain,
GCO-02416,1855-08-21,SV-12,Pemlik Vorn,Little Yard,Capital,NW-6,46.164,4.199,14.721,46.115,3.94,14.659,0.05,0.259,0.062,0.271,STABLE,0.852,COMP-044,clear,
GCO-01896,1855-08-22,SV-03,Vornis Keth,East Square,Capital,NW-2,38.256,49.124,43.445,38.653,49.261,42.766,-0.397,-0.137,0.679,0.798,STABLE,0.783,COMP-009,clear,
GCO-01038,1855-08-26,SV-01,Kellis Dorn,East Square,Capital,NW-2,38.37,49.783,42.282,38.653,49.261,42.766,-0.283,0.522,-0.484,0.766,STABLE,0.892,COMP-044,cloudy,
GCO-01824,1855-08-26,SV-21,Mellen Pike,Little Yard,Capital,NW-6,44.658,3.479,14.5,46.115,3.94,14.659,-1.457,-0.461,-0.159,1.536,MODERATE,0.942,COMP-036,fog,
GCO-04900,1855-08-27,SV-09,Archon Mills,East Square,Capital,NW-2,38.706,49.215,41.679,38.653,49.261,42.766,0.052,-0.047,-1.087,1.089,STABLE,0.827,COMP-006,rain,Reference marker missing or damaged
GCO-01891,1855-08-28,SV-10,Kella Tross,Lower Yard (Capital),Capital,NW-9,7.424,19.639,49.099,8.17,18.973,49.476,-0.746,0.666,-0.377,1.069,STABLE,0.709,COMP-010,cloudy,
GCO-04954,1855-08-28,SV-20,Torren Voss,Little Exchange (Capital),Capital,NW-2,7.864,18.574,33.784,8.133,17.764,33.509,-0.269,0.81,0.276,0.897,STABLE,0.702,COMP-015,cloudy,
GCO-01694,1855-08-31,SV-22,Garris Stone,Little Yard,Capital,NW-6,46.058,4.136,14.125,46.115,3.94,14.659,-0.057,0.196,-0.534,0.571,STABLE,0.909,COMP-015,cloudy,
GCO-01356,1855-09-02,SV-09,Archon Mills,Little Tower,Capital,NW-7,12.373,28.396,13.225,12.331,28.068,13.137,0.041,0.327,0.087,0.341,STABLE,0.827,COMP-037,fog,
GCO-02303,1855-09-05,SV-23,Pellin Marsh,Little Yard,Capital,NW-6,45.342,4.291,15.864,46.115,3.94,14.659,-0.772,0.351,1.205,1.474,STABLE,0.802,COMP-033,cloudy,
GCO-03012,1855-09-07,SV-19,Nerin Kale,East Square,Capital,NW-2,38.439,49.081,42.389,38.653,49.261,42.766,-0.215,-0.18,-0.377,0.47,STABLE,0.943,COMP-041,clear,
GCO-01727,1855-09-08,SV-11,Erris Dann,Little Yard,Capital,NW-6,45.986,4.155,13.822,46.115,3.94,14.659,-0.129,0.215,-0.837,0.874,STABLE,0.766,COMP-029,clear,
GCO-02265,1855-09-08,SV-02,Mira Strand,Little Yard,Capital,NW-6,46.153,4.787,13.666,46.115,3.94,14.659,0.038,0.847,-0.993,1.306,STABLE,0.708,COMP-050,rain,
GCO-02556,1855-09-08,SV-17,Varian Kess,Little Yard,Capital,NW-6,45.722,3.77,14.239,46.115,3.94,14.659,-0.393,-0.17,-0.42,0.6,STABLE,0.766,COMP-018,clear,
GCO-04030,1855-09-09,SV-29,Corren Dale,Little Yard,Capital,NW-6,46.616,4.286,14.079,46.115,3.94,14.659,0.501,0.346,-0.58,0.841,STABLE,0.954,COMP-015,rain,
GCO-04714,1855-09-11,SV-01,Kellis Dorn,Little Yard,Capital,NW-6,46.097,4.4,14.854,46.115,3.94,14.659,-0.018,0.46,0.195,0.5,STABLE,0.892,COMP-005,clear,
GCO-04630,1855-09-14,SV-26,Norris Vale,East Square,Capital,NW-2,39.334,48.742,41.848,38.653,49.261,42.766,0.681,-0.519,-0.918,1.255,STABLE,0.801,COMP-033,clear,
GCO-04470,1855-09-16,SV-24,Kellin Ward,East Square,Capital,NW-2,38.354,49.745,41.472,38.653,49.261,42.766,-0.299,0.484,-1.294,1.414,STABLE,0.747,COMP-034,clear,
GCO-00729,1855-09-17,SV-17,Varian Kess,Little Yard,Capital,NW-6,45.969,3.407,14.025,46.115,3.94,14.659,-0.146,-0.533,-0.634,0.841,STABLE,0.766,COMP-030,cloudy,
GCO-00207,1855-09-18,SV-23,Pellin Marsh,Little Yard,Capital,NW-6,45.592,3.564,15.253,46.115,3.94,14.659,-0.523,-0.376,0.594,0.877,STABLE,0.802,COMP-040,cloudy,
GCO-03713,1855-09-18,SV-06,Sareth Vell,Little Yard,Capital,NW-6,45.303,5.373,15.559,46.115,3.94,14.659,-0.811,1.433,0.9,1.877,STABLE,0.903,COMP-019,clear,
GCO-00199,1855-09-19,SV-20,Torren Voss,Little Yard,Capital,NW-6,45.846,4.953,15.095,46.115,3.94,14.659,-0.269,1.013,0.436,1.135,STABLE,0.702,COMP-013,clear,
GCO-01847,1855-09-19,SV-21,Mellen Pike,Little Yard,Capital,NW-6,45.677,3.418,14.541,46.115,3.94,14.659,-0.438,-0.522,-0.118,0.691,STABLE,0.942,COMP-010,cloudy,
GCO-02580,1855-09-20,SV-19,Nerin Kale,Little Yard,Capital,NW-6,45.979,4.207,14.867,46.115,3.94,14.659,-0.135,0.267,0.208,0.364,STABLE,0.943,COMP-007,clear,
GCO-00641,1855-09-22,SV-04,Pella Morse,Little Exchange (Capital),Capital,NW-2,8.891,18.152,32.373,8.133,17.764,33.509,0.758,0.388,-1.135,1.419,STABLE,0.767,COMP-018,cloudy,Multiple readings averaged
GCO-03506,1855-09-23,SV-29,Corren Dale,Little Yard,Capital,NW-6,46.514,3.592,15.474,46.115,3.94,14.659,0.4,-0.348,0.816,0.973,STABLE,0.954,COMP-027,clear,
GCO-00108,1855-09-26,SV-12,Pemlik Vorn,Little Yard,Capital,NW-6,46.724,3.643,14.011,46.115,3.94,14.659,0.609,-0.297,-0.648,0.937,STABLE,0.852,COMP-003,rain,
GCO-02968,1855-09-26,SV-01,Kellis Dorn,Little Yard,Capital,NW-6,47.853,4.324,16.092,46.115,3.94,14.659,1.738,0.384,1.433,2.285,MODERATE,0.892,COMP-028,cloudy,
GCO-02984,1855-09-26,SV-14,Levin Cross,Little Yard,Capital,NW-6,47.231,4.254,14.612,46.115,3.94,14.659,1.116,0.314,-0.047,1.16,STABLE,0.76,COMP-028,clear,Readings verified by second surveyor
GCO-00002,1855-09-27,SV-26,Norris Vale,Little Yard,Capital,NW-6,45.824,3.648,14.409,46.115,3.94,14.659,-0.29,-0.292,-0.25,0.482,STABLE,0.801,COMP-030,clear,
GCO-04625,1855-09-27,SV-06,Sareth Vell,Little Yard,Capital,NW-6,45.658,3.244,15.516,46.115,3.94,14.659,-0.457,-0.696,0.857,1.194,STABLE,0.903,COMP-018,clear,
GCO-03495,1855-10-02,SV-04,Pella Morse,Little Yard,Capital,NW-6,46.648,4.038,14.981,46.115,3.94,14.659,0.533,0.098,0.323,0.631,STABLE,0.767,COMP-028,clear,Obstructed view
GCO-03759,1855-10-02,SV-27,Sellin Brook,Little Yard,Capital,NW-6,44.515,6.243,14.818,46.115,3.94,14.659,-1.6,2.303,0.159,2.809,STABLE,0.728,COMP-007,storm,
GCO-03418,1855-10-04,SV-14,Levin Cross,Grand Junction (Capital),Capital,NW-1,2.99,33.439,30.856,2.709,32.673,32.309,0.281,0.767,-1.453,1.667,STABLE,0.76,COMP-049,clear,
GCO-04959,1855-10-05,SV-15,Darren Pol,Little Yard,Capital,NW-6,46.714,2.925,13.866,46.115,3.94,14.659,0.599,-1.015,-0.793,1.42,STABLE,0.895,COMP-003,fog,
GCO-01554,1855-10-08,SV-25,Terris Bloom,Little Yard,Capital,NW-6,45.63,3.387,14.914,46.115,3.94,14.659,-0.484,-0.553,0.256,0.778,STABLE,0.987,COMP-044,clear,
GCO-01719,1855-10-08,SV-11,Erris Dann,Little Yard,Capital,NW-6,46.424,3.926,12.87,46.115,3.94,14.659,0.309,-0.014,-1.789,1.816,STABLE,0.766,COMP-002,rain,
GCO-04928,1855-10-08,SV-30,Merris Glen,Inner Terminus,Capital,NW-4,22.498,25.109,6.645,21.905,25.879,6.05,0.593,-0.77,0.595,1.139,STABLE,0.881,COMP-045,clear,
GCO-01790,1855-10-10,SV-30,Merris Glen,Little Yard,Capital,NW-6,45.067,3.966,15.718,46.115,3.94,14.659,-1.048,0.026,1.059,1.49,STABLE,0.881,COMP-037,cloudy,
GCO-04245,1855-10-10,SV-04,Pella Morse,Little Yard,Capital,NW-6,45.164,3.137,14.968,46.115,3.94,14.659,-0.95,-0.803,0.309,1.282,STABLE,0.767,COMP-024,clear,
GCO-04276,1855-10-11,SV-21,Mellen Pike,Little Yard,Capital,NW-6,45.221,3.335,16.123,46.115,3.94,14.659,-0.894,-0.605,1.464,1.819,STABLE,0.942,COMP-011,rain,
GCO-04331,1855-10-11,SV-19,Nerin Kale,Little Yard,Capital,NW-6,47.319,2.431,14.159,46.115,3.94,14.659,1.204,-1.509,-0.5,1.994,STABLE,0.943,COMP-044,cloudy,
GCO-00129,1855-10-13,SV-03,Vornis Keth,Little Yard,Capital,NW-6,44.971,3.284,13.611,46.115,3.94,14.659,-1.144,-0.656,-1.048,1.684,STABLE,0.783,COMP-008,clear,Readings verified by second surveyor
GCO-00244,1855-10-14,SV-04,Pella Morse,East Square,Capital,NW-2,38.578,48.386,41.832,38.653,49.261,42.766,-0.076,-0.875,-0.934,1.282,STABLE,0.767,COMP-038,fog,
GCO-02681,1855-10-14,SV-09,Archon Mills,Little Yard,Capital,NW-6,45.943,3.683,13.761,46.115,3.94,14.659,-0.171,-0.257,-0.898,0.95,STABLE,0.827,COMP-003,cloudy,
GCO-03051,1855-10-15,SV-24,Kellin Ward,Little Yard,Capital,NW-6,43.42,3.424,14.06,46.115,3.94,14.659,-2.695,-0.516,-0.599,2.808,STABLE,0.747,COMP-036,clear,
GCO-02281,1855-10-16,SV-20,Torren Voss,Little Yard,Capital,NW-6,47.954,4.046,13.809,46.115,3.94,14.659,1.839,0.106,-0.85,2.029,MODERATE,0.702,COMP-027,rain,
GCO-01355,1855-10-17,SV-10,Kella Tross,Little Yard,Capital,NW-6,45.43,5.748,14.115,46.115,3.94,14.659,-0.685,1.808,-0.544,2.009,STABLE,0.709,COMP-015,fog,
GCO-03963,1855-10-21,SV-06,Sareth Vell,Little Yard,Capital,NW-6,46.536,3.813,14.686,46.115,3.94,14.659,0.421,-0.127,0.027,0.44,STABLE,0.903,COMP-012,clear,
GCO-01791,1855-10-26,SV-12,Pemlik Vorn,Little Yard,Capital,NW-6,46.123,4.934,14.629,46.115,3.94,14.659,0.008,0.994,-0.03,0.994,STABLE,0.852,COMP-005,cloudy,
GCO-02331,1855-10-26,SV-05,Tobin Creel,Little Exchange (Capital),Capital,NW-2,8.398,17.581,33.256,8.133,17.764,33.509,0.266,-0.182,-0.252,0.409,STABLE,0.921,COMP-017,clear,
GCO-01840,1855-10-27,SV-26,Norris Vale,Wharf (Capital),Capital,NW-6,38.896,11.436,2.105,38.8,11.452,1.605,0.096,-0.017,0.5,0.509,STABLE,0.801,COMP-011,clear,Anomalous magnetic interference noted
GCO-03581,1855-10-27,SV-28,Varren Hill,Little Exchange (Capital),Capital,NW-2,8.779,19.139,34.673,8.133,17.764,33.509,0.647,1.375,1.165,1.915,MODERATE,0.729,COMP-022,clear,
GCO-01440,1855-10-31,SV-09,Archon Mills,North Terminus (Capital),Capital,NW-6,33.636,27.544,12.36,34.086,26.849,13.341,-0.45,0.696,-0.981,1.284,STABLE,0.827,COMP-024,clear,
GCO-00946,1855-11-04,SV-28,Varren Hill,Little Yard,Capital,NW-6,45.826,4.578,14.544,46.115,3.94,14.659,-0.288,0.638,-0.115,0.709,STABLE,0.729,COMP-032,clear,
GCO-01392,1855-11-04,SV-03,Vornis Keth,Little Yard,Capital,NW-6,45.374,3.724,13.567,46.115,3.94,14.659,-0.741,-0.216,-1.092,1.337,STABLE,0.783,COMP-047,rain,
GCO-03090,1855-11-04,SV-21,Mellen Pike,Market,Capital,NW-1,12.005,10.294,4.495,11.506,11.011,3.55,0.499,-0.717,0.946,1.287,STABLE,0.942,COMP-027,cloudy,
GCO-01978,1855-11-05,SV-19,Nerin Kale,East Square,Capital,NW-2,39.265,50.258,42.588,38.653,49.261,42.766,0.612,0.997,-0.178,1.183,STABLE,0.943,COMP-050,clear,
GCO-03308,1855-11-05,SV-19,Nerin Kale,Little Exchange (Capital),Capital,NW-2,7.749,17.772,33.751,8.133,17.764,33.509,-0.383,0.009,0.242,0.453,STABLE,0.943,COMP-017,cloudy,
GCO-03844,1855-11-05,SV-02,Mira Strand,Little Yard,Capital,NW-6,46.677,3.158,13.26,46.115,3.94,14.659,0.563,-0.782,-1.399,1.699,STABLE,0.708,COMP-044,clear,
GCO-02011,1855-11-07,SV-20,Torren Voss,East Square,Capital,NW-2,38.035,49.07,43.577,38.653,49.261,42.766,-0.619,-0.191,0.811,1.038,STABLE,0.702,COMP-041,clear,
GCO-03344,1855-11-07,SV-30,Merris Glen,East Square,Capital,NW-2,38.532,52.972,44.588,38.653,49.261,42.766,-0.122,3.711,1.822,4.136,MODERATE,0.881,COMP-029,cloudy,
GCO-00529,1855-11-09,SV-23,Pellin Marsh,Little Yard,Capital,NW-6,46.039,3.704,15.03,46.115,3.94,14.659,-0.076,-0.236,0.372,0.447,STABLE,0.802,COMP-013,cloudy,
GCO-02449,1855-11-10,SV-07,Rellen Foss,Little Yard,Capital,NW-6,45.974,4.023,14.534,46.115,3.94,14.659,-0.141,0.083,-0.125,0.206,STABLE,0.968,COMP-032,clear,
GCO-03481,1855-11-11,SV-23,Pellin Marsh,Little Yard,Capital,NW-6,46.265,4.095,15.153,46.115,3.94,14.659,0.15,0.155,0.494,0.539,STABLE,0.802,COMP-025,clear,
GCO-04135,1855-11-11,SV-01,Kellis Dorn,Little Yard,Capital,NW-6,44.738,3.347,15.663,46.115,3.94,14.659,-1.377,-0.593,1.004,1.804,STABLE,0.892,COMP-048,fog,
GCO-00627,1855-11-13,SV-12,Pemlik Vorn,East Square,Capital,NW-2,37.702,48.679,42.555,38.653,49.261,42.766,-0.951,-0.582,-0.211,1.135,STABLE,0.852,COMP-028,rain,
GCO-02128,1855-11-16,SV-18,Sollis Hern,East Square,Capital,NW-2,39.642,49.561,42.916,38.653,49.261,42.766,0.989,0.299,0.15,1.044,STABLE,0.877,COMP-024,cloudy,
GCO-00994,1855-11-19,SV-07,Rellen Foss,Little Yard,Capital,NW-6,45.666,4.544,15.629,46.115,3.94,14.659,-0.448,0.604,0.97,1.227,STABLE,0.968,COMP-001,storm,
GCO-00723,1855-11-22,SV-10,Kella Tross,Little Yard,Capital,NW-6,46.827,3.129,14.767,46.115,3.94,14.659,0.713,-0.811,0.108,1.085,STABLE,0.709,COMP-033,cloudy,
GCO-02539,1855-11-22,SV-27,Sellin Brook,Little Yard,Capital,NW-6,46.028,4.171,14.014,46.115,3.94,14.659,-0.087,0.231,-0.644,0.69,STABLE,0.728,COMP-009,rain,
GCO-03188,1855-11-22,SV-01,Kellis Dorn,Square (Capital),Capital,NW-4,3.56,11.95,33.834,3.543,11.9,33.449,0.017,0.049,0.385,0.388,STABLE,0.892,COMP-047,fog,
GCO-02182,1855-11-23,SV-16,Hellis Mord,Little Exchange (Capital),Capital,NW-2,8.673,16.595,33.41,8.133,17.764,33.509,0.54,-1.169,-0.099,1.292,STABLE,0.863,COMP-045,clear,
GCO-03799,1855-11-23,SV-25,Terris Bloom,Little Yard,Capital,NW-6,47.126,2.266,15.094,46.115,3.94,14.659,1.011,-1.675,0.435,2.004,MODERATE,0.987,COMP-007,cloudy,
GCO-03907,1855-11-26,SV-26,Norris Vale,Little Yard,Capital,NW-6,46.456,4.497,14.631,46.115,3.94,14.659,0.342,0.557,-0.028,0.654,STABLE,0.801,COMP-046,cloudy,
GCO-03508,1855-11-30,SV-18,Sollis Hern,East Square,Capital,NW-2,37.769,50.023,42.972,38.653,49.261,42.766,-0.885,0.762,0.206,1.186,STABLE,0.877,COMP-007,cloudy,
GCO-00801,1855-12-04,SV-07,Rellen Foss,Little Yard,Capital,NW-6,45.499,3.593,14.316,46.115,3.94,14.659,-0.616,-0.347,-0.343,0.786,STABLE,0.968,COMP-012,clear,
GCO-03367,1855-12-06,SV-13,Anster Cole,Little Yard,Capital,NW-6,46.259,3.605,15.318,46.115,3.94,14.659,0.144,-0.335,0.659,0.753,STABLE,0.708,COMP-016,clear,
GCO-00218,1855-12-07,SV-11,Erris Dann,East Square,Capital,NW-2,37.978,48.779,43.021,38.653,49.261,42.766,-0.675,-0.482,0.256,0.868,STABLE,0.766,COMP-019,clear,
GCO-01262,1855-12-07,SV-23,Pellin Marsh,Little Yard,Capital,NW-6,47.959,4.857,14.446,46.115,3.94,14.659,1.844,0.917,-0.213,2.071,STABLE,0.802,COMP-050,rain,
GCO-00197,1855-12-13,SV-12,Pemlik Vorn,Little Yard,Capital,NW-6,46.103,4.614,14.625,46.115,3.94,14.659,-0.012,0.674,-0.034,0.675,STABLE,0.852,COMP-042,cloudy,
GCO-00492,1855-12-15,SV-24,Kellin Ward,Wharf (Capital),Capital,NW-6,38.675,10.57,1.685,38.8,11.452,1.605,-0.125,-0.882,0.08,0.894,STABLE,0.747,COMP-014,clear,
GCO-00986,1855-12-15,SV-10,Kella Tross,East Square,Capital,NW-2,39.855,48.543,43.626,38.653,49.261,42.766,1.202,-0.718,0.86,1.643,STABLE,0.709,COMP-024,rain,
GCO-04905,1855-12-16,SV-28,Varren Hill,Little Yard,Capital,NW-6,46.087,5.292,15.544,46.115,3.94,14.659,-0.028,1.352,0.885,1.617,STABLE,0.729,COMP-001,rain,
GCO-00939,1855-12-17,SV-03,Vornis Keth,Little Yard,Capital,NW-6,46.039,3.404,15.46,46.115,3.94,14.659,-0.076,-0.536,0.801,0.967,STABLE,0.783,COMP-007,cloudy,
GCO-02771,1855-12-17,SV-20,Torren Voss,Little Exchange (Capital),Capital,NW-2,7.967,18.347,33.479,8.133,17.764,33.509,-0.166,0.584,-0.03,0.608,MODERATE,0.702,COMP-017,clear,
